Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	cutadapt_version	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed
p1k_00420	11038230	8785025	1670	565081	0	0	0	0	109466	0	0	0	0	916911	493622	166455	79.58726172583829	11038230.0	10473149.0	94.88	565081.0	5.12	p1k_00420_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11038230.0	0.0	20-101	51.0	15.085589935663826	99.78293693825913	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	11075778	3346538	11075778	1118653578	400909	1113465273	0.4637990797183147	0.0274	0.4302	0.5424
p1k_00421	13585276	10705401	629	626129	0	0	0	0	145024	0	0	0	0	1335828	556483	215782	78.80149803360639	13585276.0	12959147.0	95.39	626129.0	4.61	p1k_00421_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13585276.0	0.0	20-101	50.0	17.866748637494997	99.56394570121358	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass	2.6	13622668	4290356	13622668	1375889468	7148118	1362578477	0.9674462454712242	0.0267	0.4287	0.5446
p1k_00422	9544366	7446334	782	395331	0	0	0	0	108757	0	0	0	0	1044927	406862	141373	78.01811037003401	9544366.0	9149035.0	95.86	395331.0	4.14	p1k_00422_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9544366.0	0.0	20-101	50.0	19.064241921744784	99.5910280473318	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass	2.6	9563667	3031877	9563667	965930367	3960554	957524224	0.8702638706874819	0.0282	0.4393	0.5325
p1k_00423	10165643	8032351	561	417330	0	0	0	0	103793	0	0	0	0	1033261	430933	147414	79.01468701979796	10165643.0	9748313.0	95.89	417330.0	4.11	p1k_00423_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10165643.0	0.0	20-101	51.0	16.803022790609955	99.77374180856046	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	10187113	3069872	10187113	1028898413	380586	1024035687	0.4726147828162702	0.0237	0.4356	0.5407
p1k_00424	11757999	9305655	1306	362157	0	0	0	0	115107	0	0	0	0	1313285	504568	155921	79.14318584310136	11757999.0	11395842.0	96.92	362157.0	3.08	p1k_00424_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11757999.0	0.0	20-101	50.0	16.879896889803113	99.62820612588928	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass	2.6	11777527	3537390	11777527	1189530227	422499	1184076659	0.4584640117766423	0.0279	0.4363	0.5358
p1k_00425	7580746	5926614	330	365077	0	0	0	0	67703	0	0	0	0	817722	318162	85138	78.1798255738947	7580746.0	7215669.0	95.18	365077.0	4.82	p1k_00425_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7580746.0	0.0	20-101	50.0	27.128085168954584	99.30573560966164	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass	2.6	7602215	2261492	7602215	767823715	585903	763853208	0.51711179564179	0.0216	0.4718	0.5065
p1k_00426	8706421	6863900	478	485993	0	0	0	0	94690	0	0	0	0	831630	322488	107242	78.83721680814654	8706421.0	8220428.0	94.42	485993.0	5.58	p1k_00426_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8706421.0	0.0	20-101	51.0	21.66382379707863	99.73190683060238	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	8737831	2593253	8737831	882520931	640186	877936061	0.5195196894429238	0.0185	0.4851	0.4963
p1k_00427	12403800	9422545	843	826683	0	0	0	0	307911	0	0	0	0	1185052	490777	169989	75.96498653638402	12403800.0	11577117.0	93.34	826683.0	6.66	p1k_00427_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12403800.0	0.0	20-100	51.0	19.103520246052295	98.97907786323546	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	2.6	12418751	3828088	12418751	1241875100	5245761	1231143373	0.8641550990111647	0.0197	0.4667	0.5136
p1k_00428	8396540	6544089	782	441788	0	0	0	0	77800	0	0	0	0	909565	320299	102217	77.93792443077744	8396540.0	7954752.0	94.74	441788.0	5.26	p1k_00428_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8396540.0	0.0	20-101	51.0	26.029399826410977	99.23097109047298	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass	2.6	8422308	2535618	8422308	850653108	7446280	839222577	1.3437358768810848	0.0194	0.4705	0.5101
p1k_00429	9363430	7296896	942	467651	0	0	0	0	105544	0	0	0	0	945601	403090	143706	77.9297330145043	9363430.0	8895779.0	95.01	467651.0	4.99	p1k_00429_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9363430.0	0.0	20-101	50.0	19.34581383743202	99.5492057931762	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass	2.6	9405041	2824034	9405041	949909141	347382	945464713	0.4678792747821341	0.0311	0.4287	0.5402
p1k_00430	8795948	7022298	5518	356945	0	0	0	0	115289	0	0	0	0	764304	391111	140483	79.83560157472509	8795948.0	8439003.0	95.94	356945.0	4.06	p1k_00430_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8795948.0	0.0	20-101	51.0	17.001990326170198	99.78835709351624	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	8828552	2767919	8828552	891683752	5388487	882416219	1.039329580606735	0.0354	0.4075	0.5571
p1k_00431	10438996	8171495	493	434231	0	0	0	0	119375	0	0	0	0	1129479	426029	157894	78.27855284167174	10438996.0	10004765.0	95.84	434231.0	4.16	p1k_00431_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10438996.0	0.0	20-101	51.0	15.891497176227926	99.77211812323714	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass	2.6	10460349	3135592	10460349	1056495249	387516	1051504714	0.4723670082495562	0.0239	0.4403	0.5358
p1k_00432	12442947	9751087	766	574093	0	0	0	0	144500	0	0	0	0	1277883	501285	193333	78.36637896151129	12442947.0	11868854.0	95.39	574093.0	4.61	p1k_00432_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12442947.0	0.0	20-101	50.0	16.967634728800466	99.60365562916888	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass	2.6	12465282	3730423	12465282	1258993482	458403	1253121263	0.4664217157559517	0.0242	0.4383	0.5375
p1k_00433	3228935	2188383	413	272103	0	0	0	0	113151	0	0	0	0	495775	115528	43582	67.77414224814065	3228935.0	2956832.0	91.57	272103.0	8.43	p1k_00433_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3228935.0	0.0	20-100	50.0	34.80682167884416	98.86883322209955	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass	2.6	3267250	988542	3267250	326725000	5107840	320193126	1.999196265972913	0.0334	0.4735	0.4931
p1k_00434	2999419	2040737	346	225570	0	0	0	0	105175	0	0	0	0	475628	113537	38426	68.03774330962096	2999419.0	2773849.0	92.48	225570.0	7.52	p1k_00434_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2999419.0	0.0	20-100	50.0	36.31117225396563	98.8803811671527	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass	2.6	3024582	877953	3024582	302458200	204212	301033170	0.4711494018016374	0.0378	0.4699	0.4923
p1k_00435	9437170	7254846	1677	342578	0	0	0	0	110362	0	0	0	0	1178681	414959	134067	76.87522848481059	9437170.0	9094592.0	96.37	342578.0	3.63	p1k_00435_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9437170.0	0.0	20-101	51.0	16.4972498237944	99.76613857756084	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	9462729	2855786	9462729	955735629	359921	951144023	0.4804263711298765	0.0398	0.4349	0.5254
p1k_00436	10324862	8017718	3730	502653	0	0	0	0	113088	0	0	0	0	1090847	449291	147535	77.65448099935864	10324862.0	9822209.0	95.13	502653.0	4.87	p1k_00436_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10324862.0	0.0	20-101	51.0	15.739453292081915	99.77932140884788	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	10377948	3248465	10377948	1048172748	7758525	1035758885	1.1843336915300149	0.035	0.4349	0.5301
p1k_00437	10867607	8498622	655	332218	0	0	0	0	85227	0	0	0	0	1362153	457172	131560	78.2014108533737	10867607.0	10535389.0	96.94	332218.0	3.06	p1k_00437_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10867607.0	0.0	20-101	50.0	16.939980141386776	99.63533830400748	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass	2.6	10882307	3234984	10882307	1099113007	424558	1094153922	0.4511897292104378	0.0223	0.4673	0.5104
p1k_00438	11237592	8758031	724	311569	0	0	0	0	98945	0	0	0	0	1455258	469298	143767	77.93512168799151	11237592.0	10926023.0	97.23	311569.0	2.77	p1k_00438_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11237592.0	0.0	20-101	50.0	16.522928711612415	99.64656040190816	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass	2.6	11252899	3560829	11252899	1136542799	3515603	1128008298	0.7509176959731897	0.0237	0.4684	0.508
p1k_00439	5886194	4081864	552	581069	0	0	0	0	202996	0	0	0	0	703008	234723	81982	69.34640618369018	5886194.0	5305125.0	90.13	581069.0	9.87	p1k_00439_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5886194.0	0.0	20-100	50.0	31.922448540872946	98.91649374791248	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	2.6	5915884	1833100	5915884	591588400	1792600	587257864	0.7320184100972906	0.032	0.4618	0.5062
p1k_00440	7744456	5247154	531	725366	0	0	0	0	315859	0	0	0	0	1037364	304947	113235	67.75368082664554	7744456.0	7019090.0	90.63	725366.0	9.37	p1k_00440_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7744456.0	0.0	20-100	51.0	22.01529347161897	99.28413125466786	pass	pass	fail	pass	fail	pass	pass	warn	fail	fail	pass	2.6	7798631	2285762	7798631	779863100	499019	776179455	0.4723450821047951	0.0335	0.4733	0.4932
p1k_00441	13890833	10125115	396497	367223	0	0	0	0	146134	0	0	0	0	1858341	599444	398079	72.89062506186634	13890833.0	13523610.0	97.36	367223.0	2.64	p1k_00441_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13890833.0	0.0	20-40	48.0	15.843195121436368	39.49880327551271	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	13934453	4473257	13934453	557378120	2463724	548982642	1.5062446297676702	0.0599	0.4347	0.5054
p1k_00442	13143074	9593637	307317	345988	0	0	0	0	138552	0	0	0	0	1794857	558116	404607	72.99385973174921	13143074.0	12797086.0	97.37	345988.0	2.63	p1k_00442_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13143074.0	0.0	20-40	49.0	16.404067165459928	39.49971247213551	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	13188153	4170977	13188153	527526120	2518469	519478973	1.525449962553513	0.0552	0.4436	0.5011
p1k_00443	10848465	7870499	243564	289364	0	0	0	0	48175	0	0	0	0	1621939	458776	316148	72.54942519517739	10848465.0	10559101.0	97.33	289364.0	2.67	p1k_00443_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10848465.0	0.0	20-40	50.0	18.989460285073054	39.560092418604846	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	10885144	3418707	10885144	435405760	2117477	428736355	1.5317677469402335	0.0604	0.4398	0.4998
p1k_00444	11619660	8437766	193979	317667	0	0	0	0	131674	0	0	0	0	1681050	440833	416691	72.61628997750364	11619660.0	11301993.0	97.27	317667.0	2.73	p1k_00444_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11619660.0	0.0	20-40	51.0	18.27925925040496	39.572964871605535	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	11656574	3341859	11656574	466262960	460739	461276750	1.0693986929607275	0.0494	0.4328	0.5178
p1k_00445	13337357	9732418	280217	273082	0	0	0	0	142194	0	0	0	0	1935300	571845	402301	72.97111414202979	13337357.0	13064275.0	97.95	273082.0	2.05	p1k_00445_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13337357.0	0.0	20-40	50.0	16.00801212477547	39.56499634822701	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	13371886	4283565	13371886	534875440	2082063	527118777	1.4501811861094238	0.0567	0.4228	0.5204
p1k_00446	13509964	9841586	299614	307103	0	0	0	0	131060	0	0	0	0	1942044	583096	405461	72.84687065043252	13509964.0	13202861.0	97.73	307103.0	2.27	p1k_00446_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13509964.0	0.0	20-40	50.0	15.89014322807519	39.5639943970243	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	13545764	3925518	13545764	541830560	556185	535914154	1.091929181698426	0.0577	0.432	0.5103
p1k_00447	14566187	10337574	687189	396773	0	0	0	0	146067	0	0	0	0	1918498	629809	450277	70.96966419557843	14566187.0	14169414.0	97.28	396773.0	2.72	p1k_00447_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14566187.0	0.0	20-40	50.0	16.180948402814156	39.56858345976198	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	14609856	4619267	14609856	584394240	2637883	575638943	1.4981833154276127	0.0505	0.4319	0.5176
p1k_00448	14544695	11009372	384265	288673	0	0	0	0	37801	0	0	0	0	2030628	484746	309210	75.69338511395391	14544695.0	14256022.0	98.02	288673.0	1.98	p1k_00448_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14544695.0	0.0	20-40	51.0	15.79221531841448	39.5673053989788	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	14563986	4566249	14563986	582559440	1565567	574903800	1.3141388628085746	0.0425	0.4592	0.4983
p1k_00449	13563610	9550109	1245852	215422	0	0	0	0	152797	0	0	0	0	1471033	495529	432868	70.40978765977495	13563610.0	13348188.0	98.41	215422.0	1.59	p1k_00449_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13563610.0	0.0	20-40	51.0	17.24895722668153	39.569673044270665	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	13594250	4246610	13594250	543770000	1870971	536291292	1.3753439873475917	0.0305	0.4256	0.5439
p1k_00450	12598616	9698215	261699	265638	0	0	0	0	168872	0	0	0	0	1206835	479279	518078	76.97841572439386	12598616.0	12332978.0	97.89	265638.0	2.11	p1k_00450_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12598616.0	0.0	20-40	51.0	18.31030175701008	39.56627108882436	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	12626981	3690739	12626981	505079240	517967	499590755	1.086658204364131	0.0283	0.4547	0.517
p1k_00451	13698690	10288761	490903	245565	0	0	0	0	221111	0	0	0	0	1314359	621532	516459	75.10762707966965	13698690.0	13453125.0	98.21	245565.0	1.79	p1k_00451_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13698690.0	0.0	20-40	50.0	17.42176390169757	39.50781257185906	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	13728200	4783648	13728200	549128000	552283	542366144	1.2313806617036465	0.0318	0.4426	0.5256
p1k_00452	12358356	9670292	105113	204134	0	0	0	0	360857	0	0	0	0	940495	535426	542039	78.24901629310565	12358356.0	12154222.0	98.35	204134.0	1.65	p1k_00452_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12358356.0	0.0	20-40	49.0	16.523175456913606	39.5188989538738	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	12381150	3841963	12381150	495246000	1630716	488577679	1.3464664025554975	0.0321	0.4473	0.5207
p1k_00453	14569648	10666946	870498	237948	0	0	0	0	188608	0	0	0	0	1516344	643961	445343	73.21347777242113	14569648.0	14331700.0	98.37	237948.0	1.63	p1k_00453_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14569648.0	0.0	20-40	50.0	17.345027516669887	39.50549175930674	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	14601286	5104693	14601286	584051440	573575	576825257	1.2372511229490335	0.0319	0.4375	0.5306
p1k_00454	13556549	9999565	683726	285276	0	0	0	0	163248	0	0	0	0	1364181	603907	456646	73.76187700866939	13556549.0	13271273.0	97.9	285276.0	2.1	p1k_00454_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13556549.0	0.0	20-40	49.0	15.755060925723786	39.46310473262775	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	13584756	4736352	13584756	543390240	547308	536672295	1.2363021095115732	0.0327	0.4405	0.5268
p1k_00455	7623231	4086734	2319506	110165	0	0	0	0	61153	0	0	0	0	776876	153733	115064	53.60894875152019	7623231.0	7513066.0	98.55	110165.0	1.45	p1k_00455_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7623231.0	0.0	20-40	51.0	14.591034393647082	39.51658384745261	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	7639658	2178025	7639658	305586320	270525	302483365	1.0154103102521082	0.0171	0.3524	0.6305
p1k_00456	7614677	4214600	2400407	100663	0	0	0	0	17103	0	0	0	0	673594	117335	90975	55.34837524953456	7614677.0	7514014.0	98.68	100663.0	1.32	p1k_00456_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7614677.0	0.0	20-40	51.0	15.023515548043504	39.49257860839008	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	7633220	2171032	7633220	305328800	263561	302226584	1.016024692069664	0.0133	0.3485	0.6382
p1k_00457	7516739	4927159	1243183	106694	0	0	0	0	42910	0	0	0	0	785178	267481	144134	65.54915635623372	7516739.0	7410045.0	98.58	106694.0	1.42	p1k_00457_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7516739.0	0.0	20-40	50.0	17.7074361964898	39.5231454757176	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	7533563	2363632	7533563	301342520	1026788	297221646	1.367504990666435	0.027	0.4132	0.5598
p1k_00458	7115320	4717529	1040952	98538	0	0	0	0	61247	0	0	0	0	788275	264500	144279	66.30100965241198	7115320.0	7016782.0	98.62	98538.0	1.38	p1k_00458_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7115320.0	0.0	20-40	49.0	17.63641918511534	39.52865169802623	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	7130896	2047929	7130896	285235840	236090	282289400	1.0329837933409771	0.028	0.4203	0.5518
p1k_00459	11583028	5962791	3178275	182925	0	0	0	0	70414	0	0	0	0	1580845	400178	207600	51.478689337537645	11583028.0	11400103.0	98.42	182925.0	1.58	p1k_00459_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11583028.0	0.0	20-40	50.0	13.958815227143017	39.5250868771102	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	11596406	3688129	11596406	463856240	1033544	457917960	1.2801983649071962	0.0283	0.3726	0.5991
p1k_00460	13307088	6953491	3449786	197951	0	0	0	0	83930	0	0	0	0	1911487	470437	240006	52.25403935105862	13307088.0	13109137.0	98.51	197951.0	1.49	p1k_00460_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13307088.0	0.0	20-40	51.0	13.459508323489208	39.61186008539209	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	13322062	4237827	13322062	532882480	1169090	526077453	1.2770220931264245	0.03	0.3803	0.5897
p1k_00461	11469357	7617839	1944463	232296	0	0	0	0	133133	0	0	0	0	824379	418549	298698	66.41905906320642	11469357.0	11237061.0	97.97	232296.0	2.03	p1k_00461_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11469357.0	0.0	20-40	50.0	16.05889064237579	39.48894746235556	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	11485267	3776381	11485267	459410680	1088488	453036295	1.3875134552814488	0.0274	0.3721	0.6004
p1k_00462	10580509	6951722	1936591	215043	0	0	0	0	115843	0	0	0	0	745428	335807	280075	65.70309613649023	10580509.0	10365466.0	97.97	215043.0	2.03	p1k_00462_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10580509.0	0.0	20-40	50.0	16.219592154171707	39.53476028421695	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	10594866	3097662	10594866	423794640	314060	419363102	1.0456805211127729	0.0265	0.3672	0.6063
p1k_00463	13353448	7464319	2838740	207062	0	0	0	0	91658	0	0	0	0	1978929	498795	273945	55.89806467962431	13353448.0	13146386.0	98.45	207062.0	1.55	p1k_00463_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13353448.0	0.0	20-40	50.0	13.698594694576329	39.52694412708987	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	13369701	4230189	13369701	534788040	1231015	527937737	1.2809379581488023	0.0309	0.4008	0.5684
p1k_00464	13328276	7999128	2038384	210441	0	0	0	0	82788	0	0	0	0	2185316	531055	281164	60.01622415382154	13328276.0	13117835.0	98.42	210441.0	1.58	p1k_00464_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13328276.0	0.0	20-40	50.0	14.059162386322166	39.52802920647802	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	13344668	3706615	13344668	533786720	370094	528555786	0.9799670550065388	0.0334	0.4361	0.5305
p1k_00465	7703079	3725415	2899608	117740	0	0	0	0	45522	0	0	0	0	674967	136813	103014	48.36267419820048	7703079.0	7585339.0	98.47	117740.0	1.53	p1k_00465_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7703079.0	0.0	20-40	51.0	14.453856273399271	39.51682437633056	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	7720097	2442491	7720097	308803880	1062753	304527847	1.3847083138981284	0.0152	0.3242	0.6606
p1k_00466	7690433	3958324	2596060	107019	0	0	0	0	46623	0	0	0	0	719803	150010	112594	51.47075593792964	7690433.0	7583414.0	98.61	107019.0	1.39	p1k_00466_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7690433.0	0.0	20-40	51.0	14.77105862816283	39.51863087553068	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	7707028	2193275	7707028	308281120	281442	305146728	1.0167317414702528	0.0167	0.3426	0.6407
p1k_00467	8244044	5813923	698231	123184	0	0	0	0	60256	0	0	0	0	1057410	319183	171857	70.52270705978765	8244044.0	8120860.0	98.51	123184.0	1.49	p1k_00467_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8244044.0	0.0	20-40	49.0	17.060228912641968	39.53038739240111	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	8261890	2388347	8261890	330475600	278065	327025560	1.043962095840056	0.0286	0.4451	0.5263
p1k_00468	7528129	4815486	1340105	115170	0	0	0	0	59870	0	0	0	0	773234	279036	145228	63.96657124233658	7528129.0	7412959.0	98.47	115170.0	1.53	p1k_00468_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7528129.0	0.0	20-40	49.0	17.03817077073751	39.4879802139416	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	7544451	2665530	7544451	301778040	265612	298043300	1.237578453355983	0.0244	0.395	0.5806
p1k_00469	9785663	7164356	984747	159254	0	0	0	0	50240	0	0	0	0	829837	342002	255227	73.21278077939124	9785663.0	9626409.0	98.37	159254.0	1.63	p1k_00469_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9785663.0	0.0	20-40	50.0	16.97089139086263	39.47559782101632	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	9798743	3461628	9798743	391949720	344804	387143768	1.226165437750536	0.0237	0.4105	0.5659
p1k_00470	11090456	8531614	750105	149681	0	0	0	0	78272	0	0	0	0	932261	352200	296323	76.92753120340589	11090456.0	10940775.0	98.65	149681.0	1.35	p1k_00470_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11090456.0	0.0	20-40	52.0	17.308094941725514	39.58479588215309	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	11104080	3225469	11104080	444163200	301030	439542173	1.040389433433477	0.0246	0.4224	0.553
p1k_00471	14169157	10487318	1606844	206864	0	0	0	0	113584	0	0	0	0	815733	475322	463492	74.0151160721841	14169157.0	13962293.0	98.54	206864.0	1.46	p1k_00471_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14169157.0	0.0	20-40	50.0	14.370354598520594	39.5399944400362	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	14187048	4185925	14187048	567481920	410089	561474458	1.0586173388572448	0.0247	0.3675	0.6078
p1k_00472	11947659	8558732	1399820	190522	0	0	0	0	140972	0	0	0	0	811835	473529	372249	71.63522159445628	11947659.0	11757137.0	98.41	190522.0	1.59	p1k_00472_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11947659.0	0.0	20-40	51.0	15.686211436230288	39.51623041802583	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	11963670	4233427	11963670	478546800	347149	472757067	1.2098572177266675	0.0266	0.3709	0.6025
p1k_00473	10444460	7376573	444140	166980	0	0	0	0	87603	0	0	0	0	1670854	428277	270033	70.6266575773185	10444460.0	10277480.0	98.4	166980.0	1.6	p1k_00473_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10444460.0	0.0	20-40	51.0	18.88117422521891	39.59239539430473	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	10460537	3334846	10460537	418421480	1086862	412884710	1.3232518559993622	0.0364	0.4615	0.5021
p1k_00474	9429332	6962900	106923	133567	0	0	0	0	82147	0	0	0	0	1480736	396324	266735	73.84298272666611	9429332.0	9295765.0	98.58	133567.0	1.42	p1k_00474_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9429332.0	0.0	20-40	51.0	19.653677097775223	39.59198509502052	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	9443987	2989827	9443987	377759480	997360	372780017	1.3181569923804428	0.0365	0.4689	0.4946
p1k_00475	9510226	6865310	119805	151157	0	0	0	0	110439	0	0	0	0	1583649	419921	259945	72.18871559939795	9510226.0	9359069.0	98.41	151157.0	1.59	p1k_00475_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9510226.0	0.0	20-40	49.0	17.627506642048132	39.48217339945444	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	9529880	3120566	9529880	381195200	1193210	375621738	1.462101831292734	0.0377	0.4601	0.5022
