Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	cutadapt_version	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed
p1k_00476	10844553	7807896	140448	159164	0	0	0	0	112918	0	0	0	0	1896551	424837	302739	71.99832026271622	10844553.0	10685389.0	98.53	159164.0	1.47	p1k_00476_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10844553.0	0.0	20-40	50.0	16.596818598980043	39.52680327165167	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	10866206	3134236	10866206	434648240	315041	430148246	1.0353185831374816	0.0363	0.4662	0.4975
p1k_00477	12287307	9448555	19104	291894	0	0	0	0	227216	0	0	0	0	1240098	551252	509188	76.89687414825723	12287307.0	11995413.0	97.62	291894.0	2.38	p1k_00477_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12287307.0	0.0	20-40	51.0	18.8491959793491	39.56589682344553	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	12319236	3668588	12319236	492769440	400020	487415387	1.0865229385978157	0.0359	0.4481	0.516
p1k_00478	14727358	11327763	18206	329075	0	0	0	0	244670	0	0	0	0	1489887	730490	587267	76.91646390343739	14727358.0	14398283.0	97.77	329075.0	2.23	p1k_00478_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14727358.0	0.0	20-40	48.0	15.905474422288954	39.46185914676617	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	14769029	5116816	14769029	590761160	493901	583616652	1.209373344720225	0.0342	0.4486	0.5172
p1k_00479	15169370	10060042	1821859	354562	0	0	0	0	131818	0	0	0	0	1636411	709889	454789	66.31812659325998	15169370.0	14814808.0	97.66	354562.0	2.34	p1k_00479_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15169370.0	0.0	20-40	51.0	14.288746169546338	39.58764694908226	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	15212917	4884942	15212917	608516680	2424261	599602777	1.4648576272387472	0.037	0.4031	0.5599
p1k_00480	13119157	9803306	10404	279178	0	0	0	0	94219	0	0	0	0	1821353	683891	426806	74.72512143882416	13119157.0	12839979.0	97.87	279178.0	2.13	p1k_00480_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13119157.0	0.0	20-40	51.0	15.39614446598774	39.58765254505301	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	13155383	4182772	13155383	526215320	2126542	518511316	1.4640402335682663	0.0418	0.4685	0.4897
p1k_00481	7480186	5333231	815036	80678	0	0	0	0	40346	0	0	0	0	897751	190158	122986	71.29810675830788	7480186.0	7399508.0	98.92	80678.0	1.08	p1k_00481_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7480186.0	0.0	20-40	51.0	18.21565098048717	39.59203968992215	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	7495914	2121175	7495914	299836560	252783	296775381	1.020949213131314	0.0202	0.4884	0.4914
p1k_00482	7090734	4658937	1292150	104650	0	0	0	0	44290	0	0	0	0	707469	167220	116018	65.70458009001608	7090734.0	6986084.0	98.52	104650.0	1.48	p1k_00482_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7090734.0	0.0	20-40	51.0	18.09552704486031	39.59230271506448	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	7105392	2239687	7105392	284215680	913739	280364674	1.3549590226689814	0.0182	0.449	0.5328
p1k_00483	6685041	5056060	406455	90544	0	0	0	0	24348	0	0	0	0	696685	240677	170272	75.63244563496319	6685041.0	6594497.0	98.65	90544.0	1.35	p1k_00483_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6685041.0	0.0	20-40	50.0	19.70141958838941	39.53019884246035	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	6698829	1980126	6698829	267953160	276272	265021888	1.0939494051870855	0.0256	0.4173	0.5571
p1k_00484	7339928	5313654	781814	92982	0	0	0	0	49898	0	0	0	0	668807	246882	185891	72.39381639710906	7339928.0	7246946.0	98.73	92982.0	1.27	p1k_00484_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7339928.0	0.0	20-40	50.0	18.023319040421164	39.536556625623575	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	7355401	2295557	7355401	294216040	896820	290320411	1.3240709106138469	0.025	0.3901	0.5848
p1k_00485	14573386	8146627	4154764	443178	0	0	0	0	244460	0	0	0	0	688451	486981	408925	55.90071518039802	14573386.0	14130208.0	96.96	443178.0	3.04	p1k_00485_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14573386.0	0.0	20-40	50.0	13.905011027609577	39.47181334523082	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	14613683	4739642	14613683	584547320	2397072	575555745	1.5382116541052655	0.0274	0.3182	0.6544
p1k_00486	14670842	12072904	14521	239711	0	0	0	0	191250	0	0	0	0	951494	621695	579267	82.29182755836374	14670842.0	14431131.0	98.37	239711.0	1.63	p1k_00486_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14670842.0	0.0	20-40	51.0	17.244445700136918	39.56875903918807	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	14700431	4593990	14700431	588017240	1922574	580026452	1.358937707336608	0.0329	0.4444	0.5227
p1k_00487	14953024	11854474	24805	301061	0	0	0	0	321601	0	0	0	0	1220476	620997	609610	79.27810454928715	14953024.0	14651963.0	97.99	301061.0	2.01	p1k_00487_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14953024.0	0.0	20-40	49.0	15.43602601089929	39.5257751876811	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	14986531	4604008	14986531	599461240	2088674	591295580	1.3621664680105088	0.031	0.4484	0.5206
p1k_00488	15725919	12461986	99805	271855	0	0	0	0	284827	0	0	0	0	1300074	704162	603210	79.24488228637068	15725919.0	15454064.0	98.27	271855.0	1.73	p1k_00488_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15725919.0	0.0	20-40	49.0	15.652812889795008	39.46700227821344	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	15770593	5207114	15770593	630823720	2455848	621023585	1.5535457354076667	0.0307	0.4474	0.5219
p1k_00489	11324370	7175819	1107558	197887	0	0	0	0	89411	0	0	0	0	2044567	456210	252918	63.36616518181586	11324370.0	11126483.0	98.25	197887.0	1.75	p1k_00489_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11324370.0	0.0	20-40	50.0	16.034528581181345	39.49862844467286	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	11340914	3647622	11340914	453636560	1129338	447416380	1.371181370390429	0.0316	0.4364	0.5319
p1k_00490	10069438	7106507	89558	159030	0	0	0	0	76824	0	0	0	0	1987165	397601	252753	70.57501123697271	10069438.0	9910408.0	98.42	159030.0	1.58	p1k_00490_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10069438.0	0.0	20-40	51.0	18.61561538468385	39.595489440423584	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	10084639	3186168	10084639	403385560	1040937	398086903	1.313546523579079	0.0338	0.4784	0.4878
p1k_00491	12001017	6294410	2951959	171099	0	0	0	0	51217	0	0	0	0	1915394	418485	198453	52.44897161632218	12001017.0	11829918.0	98.57	171099.0	1.43	p1k_00491_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12001017.0	0.0	20-40	51.0	15.10388125366411	39.60507372000223	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	12019652	3744005	12019652	480786080	1525413	474243253	1.3608603227447849	0.0312	0.4004	0.5684
p1k_00492	9898564	5570960	1857347	131988	0	0	0	0	62701	0	0	0	0	1724300	369101	182167	56.28048674535013	9898564.0	9766576.0	98.67	131988.0	1.33	p1k_00492_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9898564.0	0.0	20-40	51.0	16.304139779381366	39.61042884604272	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	9911519	3142826	9911519	396460760	927846	391339815	1.291665031364012	0.032	0.4307	0.5373
p1k_00493	11436004	7083266	1538722	175499	0	0	0	0	88669	0	0	0	0	1894421	386767	268660	61.938295929242415	11436004.0	11260505.0	98.47	175499.0	1.53	p1k_00493_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11436004.0	0.0	20-40	51.0	15.549223498259026	39.52606583558383	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	11451429	3597846	11451429	458057160	1104833	452130851	1.2937924603121584	0.0311	0.4144	0.5545
p1k_00494	11495831	7491262	968791	205919	0	0	0	0	80123	0	0	0	0	2062798	407486	279452	65.16503243654157	11495831.0	11289912.0	98.21	205919.0	1.79	p1k_00494_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11495831.0	0.0	20-40	51.0	17.073442368654845	39.59248148306982	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	11511964	3295100	11511964	460478560	338466	455785016	1.0192752513819536	0.0319	0.4366	0.5315
p1k_00495	8314883	5330330	1728375	105999	0	0	0	0	65778	0	0	0	0	636065	241248	207088	64.10589301136288	8314883.0	8208884.0	98.73	105999.0	1.27	p1k_00495_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8314883.0	0.0	20-40	52.0	17.296253598430344	39.58236874770216	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	8333590	2411747	8333590	333343600	291371	329859492	1.045200207833599	0.0235	0.3466	0.6299
p1k_00496	7353093	4715292	1546703	92828	0	0	0	0	66788	0	0	0	0	525782	217192	188508	64.12664711299041	7353093.0	7260265.0	98.74	92828.0	1.26	p1k_00496_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7353093.0	0.0	20-40	52.0	18.032912622775463	39.58208824504192	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	7370066	2302686	7370066	294802640	1044542	290699075	1.391970234730598	0.0241	0.3446	0.6313
p1k_00497	8401811	5749696	1267639	96895	0	0	0	0	56868	0	0	0	0	840519	227791	162403	68.43400785854384	8401811.0	8304916.0	98.85	96895.0	1.15	p1k_00497_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8401811.0	0.0	20-40	51.0	18.224783030479603	39.588451585021375	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	8419947	2661594	8419947	336797880	1055568	332247217	1.351155476394329	0.0214	0.44	0.5385
p1k_00498	8720667	4839210	2587101	107602	0	0	0	0	42110	0	0	0	0	829037	189495	126112	55.491282948884525	8720667.0	8613065.0	98.77	107602.0	1.23	p1k_00498_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8720667.0	0.0	20-40	51.0	15.228669681251002	39.51806576263032	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	8739303	2768879	8739303	349572120	1151589	344765233	1.3750773374032232	0.0193	0.3708	0.61
p1k_00499	6605665	4970576	6474	112175	0	0	0	0	104349	0	0	0	0	898856	316603	196632	75.2471704211461	6605665.0	6493490.0	98.3	112175.0	1.7	p1k_00499_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6605665.0	0.0	20-40	49.0	20.793508673306395	39.52675256768244	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	6619219	2274609	6619219	264768760	216608	261634107	1.183921018476651	0.034	0.437	0.529
p1k_00500	5303592	3994630	1549	101156	0	0	0	0	120229	0	0	0	0	697120	222013	166895	75.31933074791574	5303592.0	5202436.0	98.09	101156.0	1.91	p1k_00500_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5303592.0	0.0	20-40	50.0	22.124936722333857	39.58108674272079	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	5313564	1546082	5313564	212542560	151320	210310320	1.0502555347032614	0.0339	0.4333	0.5328
p1k_00501	12984493	10332944	9470	196936	0	0	0	0	203806	0	0	0	0	1192604	538274	510459	79.57911025097398	12984493.0	12787557.0	98.48	196936.0	1.52	p1k_00501_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12984493.0	0.0	20-40	50.0	15.363944070996007	39.568594322473736	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	13014367	3784638	13014367	520574680	516452	514950917	1.080298988033763	0.033	0.4436	0.5234
p1k_00502	12675262	9660596	34160	259447	0	0	0	0	221972	0	0	0	0	1404167	619531	475389	76.21614448679641	12675262.0	12415815.0	97.95	259447.0	2.05	p1k_00502_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12675262.0	0.0	20-40	50.0	18.48461911094442	39.509975415103845	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	12705915	4389178	12705915	508236600	514178	502005346	1.2260537710192456	0.035	0.4615	0.5035
p1k_00503	12470168	9524489	228908	236360	0	0	0	0	252790	0	0	0	0	1189684	543907	494030	76.37819314062169	12470168.0	12233808.0	98.1	236360.0	1.9	p1k_00503_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12470168.0	0.0	20-40	49.0	16.455665126662023	39.51654412354348	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	12498907	3682128	12498907	499956280	512110	494477220	1.0959078261803212	0.0331	0.4482	0.5187
p1k_00504	11931101	9207208	16392	255579	0	0	0	0	160791	0	0	0	0	1250574	594437	446120	77.16981022958402	11931101.0	11675522.0	97.86	255579.0	2.14	p1k_00504_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11931101.0	0.0	20-40	50.0	19.238133618783515	39.50516737726049	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	11958002	3985289	11958002	478320080	1804836	470868505	1.5578637217153837	0.0342	0.4596	0.5062
p1k_00505	14788410	11059986	15076	335959	0	0	0	0	108468	0	0	0	0	2052672	817209	399040	74.78820238281195	14788410.0	14452451.0	97.73	335959.0	2.27	p1k_00505_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14788410.0	0.0	20-40	50.0	15.483576134084831	39.50184008963777	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	14827510	5185409	14827510	593100400	569219	585709000	1.2462308236514423	0.0398	0.4645	0.4956
p1k_00506	15409313	11627794	23589	346860	0	0	0	0	91167	0	0	0	0	2173508	729420	416975	75.45952243295986	15409313.0	15062453.0	97.75	346860.0	2.25	p1k_00506_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15409313.0	0.0	20-40	49.0	13.59534776507854	39.50894780318889	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	15449227	4764492	15449227	617969080	2478934	609132503	1.429938371673871	0.0379	0.4741	0.488
p1k_00507	10690330	5826645	2351535	156308	0	0	0	0	57488	0	0	0	0	1742374	372574	183406	54.50388341613402	10690330.0	10534022.0	98.54	156308.0	1.46	p1k_00507_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10690330.0	0.0	20-40	51.0	15.15961814856579	39.52525506696239	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	10705222	3377214	10705222	428208880	1065520	422644186	1.2995279313217418	0.0299	0.4159	0.5542
p1k_00508	10880012	5323465	3228380	164794	0	0	0	0	74038	0	0	0	0	1553095	355800	180440	48.92885228435409	10880012.0	10715218.0	98.49	164794.0	1.51	p1k_00508_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10880012.0	0.0	20-40	52.0	14.983713371352902	39.60890282106306	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	10896492	3048324	10896492	435859680	317134	431596249	0.97816595469441	0.0287	0.375	0.5963
p1k_00509	14421088	11647088	16097	233206	0	0	0	0	254990	0	0	0	0	1057360	591920	620427	80.76428075329683	14421088.0	14187882.0	98.38	233206.0	1.62	p1k_00509_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14421088.0	0.0	20-40	49.0	15.576790351976047	39.522401083746246	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	14458262	4237087	14458262	578330480	467491	572169076	1.0653777058404392	0.0293	0.4492	0.5216
p1k_00510	13703333	11168913	16748	252890	0	0	0	0	183562	0	0	0	0	959981	553281	567958	81.50508347129856	13703333.0	13450443.0	98.15	252890.0	1.85	p1k_00510_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13703333.0	0.0	20-40	51.0	18.16367106243124	39.57256822117655	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	13723717	4268045	13723717	548948680	1504130	541799081	1.302416648492533	0.0284	0.4476	0.5241
p1k_00511	5672279	3860691	10157	326053	0	0	0	0	111835	0	0	0	0	737029	386194	240320	68.06243134373327	5672279.0	5346226.0	94.25	326053.0	5.75	p1k_00511_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5672279.0	0.0	20-40	49.0	25.763022018822795	39.512735004748535	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	5687097	1773885	5687097	227483880	887615	224234645	1.428336372669571	0.057	0.4538	0.4892
p1k_00512	6250082	4320947	105851	318389	0	0	0	0	122323	0	0	0	0	741525	373715	267332	69.13424495870613	6250082.0	5931693.0	94.91	318389.0	5.09	p1k_00512_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6250082.0	0.0	20-40	51.0	26.53207701039098	39.565002027173406	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	6271898	1855302	6271898	250875920	218465	248146464	1.0879704995202408	0.0521	0.4365	0.5114
p1k_00513	4663478	3337243	3279	210164	0	0	0	0	122467	0	0	0	0	497752	273384	219189	71.56124677761963	4663478.0	4453314.0	95.49	210164.0	4.51	p1k_00513_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4663478.0	0.0	20-40	50.0	27.32812819381189	39.521004709360696	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	4681680	1423896	4681680	187267200	951405	184434510	1.5126461013994976	0.0471	0.4554	0.4975
p1k_00514	4625642	3246697	13199	247802	0	0	0	0	83027	0	0	0	0	612603	245929	176385	70.18911104663958	4625642.0	4377840.0	94.64	247802.0	5.36	p1k_00514_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4625642.0	0.0	20-40	50.0	27.107890099643623	39.51574635477627	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	4640673	1368921	4640673	185626920	156185	183631966	1.0747115773940548	0.0434	0.4739	0.4827
p1k_00515	6942437	4766555	13692	414681	0	0	0	0	127493	0	0	0	0	1013014	357408	249594	68.65823917451466	6942437.0	6527756.0	94.03	414681.0	5.97	p1k_00515_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6942437.0	0.0	20-40	50.0	22.42539143858995	39.52791174050265	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	6963978	2043980	6963978	278559120	156057	275671701	1.0365551844075327	0.0423	0.477	0.4807
p1k_00516	11229760	7618214	84851	655334	0	0	0	0	174827	0	0	0	0	1690303	637106	369125	67.83950859145699	11229760.0	10574426.0	94.16	655334.0	5.84	p1k_00516_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11229760.0	0.0	20-40	48.0	17.416873260024744	39.52660555523894	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	11251766	3588908	11251766	450070640	1211580	444070578	1.3331378380958154	0.05	0.4802	0.4698
p1k_00517	8658122	5791844	96061	460285	0	0	0	0	128441	0	0	0	0	1365919	524104	291468	66.89492247856982	8658122.0	8197837.0	94.68	460285.0	5.32	p1k_00517_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8658122.0	0.0	20-40	50.0	20.394351108932675	39.59356867459248	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	8675620	2746576	8675620	347024800	962151	342396077	1.333830608071815	0.0538	0.475	0.4713
p1k_00518	7315571	5550743	16416	233842	0	0	0	0	156378	0	0	0	0	868085	243159	246948	75.8757313680641	7315571.0	7081729.0	96.8	233842.0	3.2	p1k_00518_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7315571.0	0.0	20-51	52.0	23.384830818514743	50.57420972334217	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	7320089	2151251	7320089	373324539	191546	370203536	0.8360026395157485	0.0269	0.4459	0.5272
p1k_00519	7371565	5622928	17698	237769	0	0	0	0	169763	0	0	0	0	822032	247733	253642	76.27861926198847	7371565.0	7133796.0	96.77	237769.0	3.23	p1k_00519_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7371565.0	0.0	20-51	52.0	23.563811634133444	50.576120810167176	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	7376471	2332842	7376471	376200021	555650	372608929	0.9545698563371426	0.0258	0.4442	0.53
p1k_00520	8153576	5943972	149791	272701	0	0	0	0	163291	0	0	0	0	1104417	282810	236594	72.90018514575691	8153576.0	7880875.0	96.66	272701.0	3.34	p1k_00520_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8153576.0	0.0	20-51	50.0	20.60126573285296	50.5364447452259	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	8158496	2395722	8158496	416083296	205116	412594789	0.8384155368736552	0.0398	0.4359	0.5243
p1k_00521	7769443	4910848	1082850	239771	0	0	0	0	133112	0	0	0	0	980805	233236	188821	63.20720803280236	7769443.0	7529672.0	96.91	239771.0	3.09	p1k_00521_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7769443.0	0.0	20-51	51.0	19.703027118538373	50.5325112752613	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	7774195	2482060	7774195	396483945	546156	392654068	0.96596017273789	0.0386	0.3807	0.5807
p1k_00522	8380758	5231919	515164	200257	0	0	0	0	135062	0	0	0	0	1618178	433981	246197	62.42775414825245	8380758.0	8180501.0	97.61	200257.0	2.39	p1k_00522_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8380758.0	0.0	20-40	50.0	19.602911933027148	39.5057888558529	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	8402843	2726000	8402843	336113720	1302321	331076212	1.498751077462711	0.0411	0.5025	0.4564
p1k_00523	9597278	6548187	75979	238150	0	0	0	0	152372	0	0	0	0	1645136	582607	354847	68.22962719221013	9597278.0	9359128.0	97.52	238150.0	2.48	p1k_00523_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9597278.0	0.0	20-40	50.0	19.5439831769565	39.58934408277013	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	9617342	2710356	9617342	384693680	315845	380740103	1.0277208089303678	0.0497	0.4983	0.4521
p1k_00524	7029363	4923492	22718	194565	0	0	0	0	131213	0	0	0	0	1064163	449856	243356	70.04179468324513	7029363.0	6834798.0	97.23	194565.0	2.77	p1k_00524_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7029363.0	0.0	20-40	49.0	21.50541920271564	39.51372948018192	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	7049635	2029170	7049635	281985400	238202	279004166	1.0572299133217535	0.0557	0.5039	0.4404
p1k_00525	7203023	4974646	24778	179262	0	0	0	0	144764	0	0	0	0	1123122	475687	280764	69.06330855808734	7203023.0	7023761.0	97.51	179262.0	2.49	p1k_00525_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7203023.0	0.0	20-40	49.0	20.649699742313736	39.50595923406048	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	7222346	2064509	7222346	288893840	238676	285862101	1.049430129766699	0.0547	0.4874	0.4579
